param,importance
p_consecutiveness_w,0.8017826745071618
reward_regular,0.14217484885529702
base_penalty_factor,0.03155025855390874
p_capacity_w,0.013519088611912812
p_dest_inclusion_w,0.007506584470448556
reward_tp_depot,0.0017669835966151587
p_position_once_w,0.0009206045470362738
reward_depot_tp,0.0002829755621666674
p_origin_penalty_w,0.00024902684077117275
omega2_over_omega1,0.0001487884893630963
p_delivery_once_w,9.816596531846264e-05
