param,importance
p_consecutiveness_w,0.8558445995927655
reward_regular,0.05445667803584718
base_penalty_factor,0.03396492511955694
reward_tp_depot,0.026741937256865304
p_delivery_once_w,0.011728621542767015
p_capacity_w,0.006862861826343159
p_origin_penalty_w,0.004333800626312127
p_dest_inclusion_w,0.0024897153790188263
reward_depot_tp,0.0014807952793990781
omega2_over_omega1,0.0011367956904747999
p_position_once_w,0.0009592696506499995
