param,importance
p_consecutiveness_w,0.6928954296880632
reward_regular,0.11464598430729145
base_penalty_factor,0.09211032622594642
p_delivery_once_w,0.05203975767157223
p_capacity_w,0.009800086264064244
p_origin_penalty_w,0.008495880047021393
p_dest_inclusion_w,0.008140246421351567
reward_tp_depot,0.006646143289836075
omega2_over_omega1,0.006471973737954455
reward_depot_tp,0.004593942289253065
p_position_once_w,0.004160230057645906
