param,importance
p_consecutiveness_w,0.2631644295023288
omega2_over_omega1,0.19919876221263316
reward_depot_tp,0.18949295200632185
p_dest_inclusion_w,0.08592883660247537
base_penalty_factor,0.07090670893660389
p_origin_penalty_w,0.048642275741018426
p_capacity_w,0.048018747162636564
p_position_once_w,0.04517569579352931
reward_tp_depot,0.025578569934809926
p_delivery_once_w,0.012443033236757719
reward_regular,0.011449988870884921
