trial,score,validity_rate,avg_cost,n_runs,n_valid,elapsed_s,base_penalty_factor,omega2_over_omega1,p_origin_penalty_w,p_delivery_once_w,p_position_once_w,p_dest_inclusion_w,p_consecutiveness_w,p_capacity_w,reward_regular,reward_tp_depot,reward_depot_tp
58,150.47501594031405,1.0,150.47501594031405,12,12,0.9174776077270508,True,7.574501085657823,0.08964537234254345,2.4162595405082863,4.003487559838848,3.543862951100322,3.5689702684837297,1.1929385412331868,2.643985420857334,1.0343192003118902,0.9978301740553183,1.0320916881190063
59,100000186.01320885,0.9,186.01320887300128,30,27,6.069119930267334,False,2.263842792931662,0.12314059429561966,1.7307812248158068,7.335990288295312,5.2446570970379565,2.2180665067729657,1.976621855932591,2.299483358461433,1.4892231638241444,0.4660759856951534,0.7727252370094373
60,295.9839806173543,1.0,295.9839806173543,30,30,6.713979482650757,False,12.652770956754368,0.21175318693989234,1.9373985247305463,7.705780112393649,2.7409465392770773,0.4001341275380119,0.5415389480594994,1.8476546061545054,2.037654179458084,1.1879299144427744,0.5182582482715736
61,250000156.62722057,0.75,156.6272205688103,12,9,1.1084904670715332,True,13.424951227801358,0.28254401305293986,1.9966872614811773,7.686543558709776,2.899408426826171,0.147824009668738,0.10029802133193566,2.033378879505274,1.9995635460546894,1.1854466021815275,0.5682165968932867
62,250000155.64987004,0.75,155.64987005050034,12,9,0.7666306495666504,True,9.104165317058095,0.241899106231689,1.8953008313964923,6.83630655025342,1.8858862946310748,0.3846601616516663,0.5653490917941051,1.6761669960887104,1.660971250497198,1.5751075956651264,0.9061756571904089
63,147.87442314492975,1.0,147.87442314492975,12,12,0.7824537754058838,True,11.218093117570033,0.1742402914112833,1.5156163900851087,7.793014238836735,2.6944968234847795,0.36976281315665777,0.9255978673664176,1.401601818317036,2.244829215590653,0.8644866881932503,0.42896754086681094
64,251.27667847533968,1.0,251.27667847533968,30,30,8.615005731582642,False,21.573150352088398,0.10546461363190288,1.7178335127333137,4.270144288548565,4.10564822006595,0.9754196360573081,1.2733245222201475,1.8979344883323417,1.3638763387020356,1.7761081304517516,0.48195554356771597
65,244.59854537851552,1.0,244.59854537851552,30,30,6.8722333908081055,False,25.32887226155709,0.20837852803722304,1.759793401189374,4.1787061473554274,4.142456810378717,0.9749653847483899,1.2917661474780846,0.5040009332718898,1.2827220952536442,1.839232725005015,0.16009372461161814
66,260.20853601413717,1.0,260.20853601413717,30,30,6.468198299407959,False,26.469791830735723,0.21004910356463607,1.7027296947560429,4.311155224239519,4.344500735739083,1.1542512693800626,1.2712491121385179,0.5640056381662677,1.225224556112499,1.9511607895925116,0.43961026887990085
67,500000069.8239554,0.5,69.82395542389902,12,6,2.1675615310668945,True,26.886170890414466,0.2145591679122807,1.742242347746945,5.032053233810032,4.389256466611069,1.0563171786958254,1.7994092823736432,0.6808994348808968,1.2372177879409574,2.0278952143470876,0.12806678908959468
