Problem,Size,SolverTime,ResolutionTime,Cost,Success
D10_P0,4,0.09665513038635254,0.0,112.63501226235819,True
D10_P0,5,0.19035649299621582,0.0,122.71840379724964,True
D10_P0,6,0.3797004222869873,0.0,117.96244685468685,True
D10_P0,7,0.7525262832641602,0.0,134.24118175741881,True
D10_P0,8,1.3787376880645752,0.0,141.2211065527262,True
D10_P0,9,2.5638315677642822,0.0,142.32852997550884,True
D10_P0,10,4.554276704788208,0.0,156.88138129784562,True
