param,importance
p_consecutiveness_w,0.7546554030400293
p_position_once_w,0.1008205742494289
reward_regular,0.09134056705254087
reward_tp_depot,0.015530825280036699
p_dest_inclusion_w,0.009414970575214912
p_origin_penalty_w,0.007559898130449011
base_penalty_factor,0.005901712237824168
p_delivery_once_w,0.005496373629469035
omega2_over_omega1,0.005329895484158929
reward_depot_tp,0.0019928221145972453
p_capacity_w,0.001956958206251027
