trial,score,validity_rate,avg_cost,n_runs,n_valid,elapsed_s,pruned,base_penalty_factor,omega2_over_omega1,p_origin_penalty_w,p_delivery_once_w,p_position_once_w,p_dest_inclusion_w,p_consecutiveness_w,p_capacity_w,reward_regular,reward_tp_depot,reward_depot_tp
85,200000293.75506637,0.8,293.7550664084396,50,40,29.64945673942566,False,2.201780842614491,0.124379596017495,1.822321490156249,1.9870297510361488,5.04037116729074,2.3602964788952683,1.6137773680762968,5.2860656967018675,2.7677452921159227,2.3566700389070068,0.307315543400673
86,147.8306331979308,1.0,147.8306331979308,20,20,1.0688731670379639,True,2.569008593391196,0.0984401700931923,2.115880190427204,1.6646503920825682,5.891464616988756,2.5168140005667463,0.8560045726899614,5.656762074174006,2.666453359841607,1.8210766807414596,0.7579729811243049
87,147.58603055282646,1.0,147.58603055282646,20,20,0.9798750877380371,True,1.2741725853892079,0.10110174616879765,2.3158338234512215,1.2421879434629801,6.124116899920443,2.8866222941412536,1.1667263633595417,3.945654510819795,2.9117673470214323,2.0339268804062214,0.6120475844672776
88,250000135.20985317,0.75,135.20985315769786,20,15,3.0030453205108643,True,1.6055352443821032,0.18206173112157364,1.553281724734142,1.404454227450352,5.62356801634505,1.9158431204509752,1.738276673292506,4.586489995270737,2.8266732587785985,1.9193769314164426,0.6956551738787123
89,303.1027430876691,1.0,303.1027430876691,50,50,9.989559650421143,False,2.416223621934584,0.1563205039453236,2.384727587867121,1.6202901323935495,6.728124748062436,2.677820990388935,1.3816245333351818,6.2228091052705725,2.7438717767948657,2.2262099774815773,0.17297402190914615
90,287.88716395629865,1.0,287.88716395629865,50,50,9.286390781402588,False,1.3856357367010104,0.11672596295160029,2.536097053359442,2.47848166481269,5.189926362153606,2.195886456568055,1.0181966975772547,4.926390593152157,2.849257452349866,1.715399276754701,0.5633250457743565
91,148.15726441930752,1.0,148.15726441930752,20,20,0.9666643142700195,True,1.3975716369168094,0.11291991018914073,2.4784327607684262,2.453322801785184,5.055290501422686,2.322755438462115,1.1125314698659272,4.962086706538306,2.8383587465164584,1.7272323243098513,0.5575288159107616
92,292.6430583291527,1.0,292.6430583291527,50,50,9.189233779907227,False,1.5875284235508664,0.125390625959432,2.5899122017860687,2.000032635773537,5.414796854543243,2.4886376334325675,0.9346291851080102,4.224465811656237,2.6926750719518897,2.063947551009517,0.33472140554067337
93,292.2611019746492,1.0,292.2611019746492,50,50,9.075846910476685,False,1.892742780781883,0.13812400757150003,2.550134488655324,2.0112895252889813,5.472408507930196,2.147259154290905,0.9861059238236153,5.398336039660903,2.631414769848514,2.028766241961397,0.32286239226221064
94,291.7558523147089,1.0,291.7558523147089,50,50,9.205200910568237,False,2.179211713842142,0.14644352839731098,2.596502862050024,2.701684074093703,5.439526738726819,2.1845852033099527,0.8021763781275205,5.327482402054054,2.6073333363993325,1.974040769481562,0.3284425954918435
95,143.85175785596886,1.0,143.85175785596886,20,20,1.5090630054473877,True,1.2202095389318015,0.16538323912689937,2.693009349811563,2.0418622791178414,5.366121948176145,2.2146208380362493,0.8773519460865101,4.19970999497229,2.598833073030953,1.937640074820511,0.3210410368090513
96,144.21754356727678,1.0,144.21754356727678,20,20,1.3440823554992676,True,1.635008108941757,0.14964167887611649,2.6282849937040407,2.6908162688867385,6.214042170862164,2.1200461331446343,0.6058232447221206,5.472372815834253,2.6325001792960854,1.877784614057324,0.5687383632663674
97,292.1824794506247,1.0,292.1824794506247,50,50,8.759082794189453,False,2.1397467422411722,0.13812499708581974,2.6333321692627147,2.8494040648908934,5.524269522039819,2.4888605590804547,0.7643488253611406,5.7703890325003035,2.525067367248513,1.7711114687288663,0.674129767208379
