Problem,Size,SolverTime,ResolutionTime,Cost,Success
D10_P0,4,0.04694496,0.0,112.63501226235819,True
D10_P0,5,0.04884716,0.0,145.9707271833518,True
D10_P0,6,0.05089356,0.0,140.24730199215858,True
D10_P0,7,0.09469192,0.0,186.68875925873053,True
D10_P0,8,0.09560411999999999,0.0,251.44352164580502,True
D10_P0,9,0.09795712000000001,0.0,232.8950661399586,True
D10_P0,10,0.10051372,0.0,242.709776576359,True
