Problem,Size,SolverTime,ResolutionTime,Cost,Success
D10_P0,4,0.09567499160766602,0.0,112.63501226235819,True
D10_P0,5,0.18672418594360352,0.0,122.71840379724964,True
D10_P0,6,0.38141584396362305,0.0,127.31465537129681,True
D10_P0,7,0.7545788288116455,0.0,136.66761957261724,True
D10_P0,8,1.4059255123138428,0.0,137.54777421281102,True
D10_P0,9,2.5716192722320557,0.0,139.55546467270307,True
D10_P0,10,4.53130841255188,0.0,154.46616327441933,True
