Problem,Size,SolverTime,ResolutionTime,Cost,Success
D10_P0,4,0.035419919999999994,0.0,145.69631649615036,True
D10_P0,5,0.21063017845153809,0.0,122.71840379724964,True
D10_P0,6,0.053142680000000005,0.0,183.80008773030352,True
D10_P0,7,0.05383248,0.0,196.90227659940598,True
D10_P0,8,0.548987627029419,0.0,139.0717839097521,True
D10_P0,9,0.30019859327636716,0.0,205.49898362214174,True
D10_P0,10,0.036668919999999994,0.0,246.7596356573614,True
