param,importance
p_consecutiveness_w,0.8128813518140934
reward_regular,0.06058433918858712
base_penalty_factor,0.04991258795656573
reward_tp_depot,0.026316421423352426
reward_depot_tp,0.012497262571599216
p_capacity_w,0.01113349840153704
p_origin_penalty_w,0.011075198049072012
p_delivery_once_w,0.005965188554448994
p_position_once_w,0.005349801803160336
omega2_over_omega1,0.003192299882802057
p_dest_inclusion_w,0.0010920503547817983
