trial,score,validity_rate,delivery_fraction,avg_cost,n_runs,n_valid,elapsed_s,pruned,base_penalty_factor,omega2_over_omega1,p_origin_penalty_w,p_delivery_once_w,p_position_once_w,p_dest_inclusion_w,p_consecutiveness_w,p_capacity_w,reward_regular,reward_tp_depot,reward_depot_tp
0,661.0435497027663,1.0,1.0,661.0435497027663,10,10,8.992847442626953,False,4.0,0.15,1.0,4.0,4.0,0.5,0.5,2.0,1.5,1.0,0.75
1,664.6488893076504,1.0,1.0,664.6488893076504,10,10,5.32183837890625,False,3.6621746474194996,0.8627358286640178,3.061978796339918,5.190609389379256,2.0921304830970557,0.7083786293111903,0.3265260874559779,6.996321093312014,1.8033450352296265,2.1242177333881367,0.06175348288740734
2,1000000000.0,0.0,0.0,0.0,10,0,13.856173753738403,False,28.831005765547808,0.6053448468001081,1.2431868873739664,2.272774770449704,2.283831568974037,1.2865447475421972,2.1465500833657276,3.739587639815868,0.8736874205941257,1.8355586841671383,0.4184815819561255
3,1000000000.0,0.0,0.0,0.0,10,0,11.228293895721436,False,2.7524631377335904,0.1498365454855079,2.0962449447596256,6.496231729751095,2.3977164751085183,2.1055143098130853,2.410416818561966,0.8483780953999829,1.822634555704315,0.5115723710618746,0.19515477895583855
4,1000000000.0,0.0,0.0,0.0,10,0,11.968280792236328,False,26.804952738183598,0.902165560356813,3.329390718407614,3.132296384213595,1.683704798044687,2.768508803397412,1.8165947255844452,1.415286761335841,1.4855307303338106,0.10316556334565519,2.7279612062363463
5,1000000000.0,0.0,0.0,0.0,10,0,13.364034175872803,False,2.4518996051190225,0.36385753170854673,1.5909887663129383,4.640476148244676,4.826971955402957,0.8209323765495554,3.881380048281778,6.313496175208359,2.8184968246925672,2.6844820512829464,1.7936999364332555
6,1000000000.0,0.0,0.0,0.0,10,0,14.943349123001099,False,24.40950569715374,0.06517805612564438,1.1859400184670081,1.3165910223737665,3.2773123153428503,1.6158414297889798,1.1582612239181942,6.71553131863947,1.0702599800807677,0.8428035290621423,1.6280882494747453
7,632.7272331421793,1.0,1.0,632.7272331421793,10,10,5.838613748550415,False,1.6297166185747622,0.5529073188281501,0.7609272528791979,7.908208556203621,6.405713385076602,0.8749911579832723,0.12153625678204936,6.615960713411257,2.120572031542851,2.1870215041229617,2.3138110400578373
8,640.1419782365765,1.0,1.0,640.1419782365765,10,10,5.23302960395813,False,1.292552839158203,0.14633380642745356,0.905541708337954,7.041723981129155,5.363086887792905,1.3905022969253318,0.34787756611549214,2.8323674128674665,0.9755499660802411,2.1888185350141924,1.9126724140656393
9,1000000000.0,0.0,0.0,0.0,10,0,12.66615629196167,False,21.64652763840048,0.20574807773456674,0.918579860784056,5.992713510560965,6.325495340318282,2.2889810705210354,3.106772001822788,4.20346697273293,1.568198488145982,1.282623055075649,0.07625738023228557
10,665.1831780857207,1.0,1.0,665.1831780857207,10,10,5.6496171951293945,False,1.453425511659038,0.054936415317897,2.7274364394232316,3.2004918675342866,4.559994838152919,3.6395092483117626,1.0722396936806122,3.577871922767223,2.266653415629146,0.6863944964748674,0.23093972948637898
11,1000000000.0,0.0,0.0,0.0,10,0,12.238317728042603,False,2.7297281166089666,0.08104453503601766,3.753941783199006,6.656842656950919,5.433826295572964,3.498696301732099,3.2343210999065466,1.8992754416452688,2.677676995469933,1.6180267257469523,2.4223204654921875
12,1000000000.0,0.0,0.0,0.0,10,0,10.851971626281738,False,22.322961007291266,0.12962896813527133,0.8851817358468687,2.595546137793592,3.9897545203837943,3.2902575870977233,3.4568492746997395,0.5521409789839302,1.5322419077326972,1.252233009446337,0.6663234314121907
13,674.0290453543977,1.0,1.0,674.0290453543977,10,10,6.07214879989624,False,1.5150094962153353,0.1374730187313928,3.800183963693817,3.262420524145287,4.631534352203563,2.8417739396911936,1.5181554492792466,7.788365620407205,2.8873418848263337,0.7553468874760925,1.4917455176771564
14,1000000000.0,0.0,0.0,0.0,10,0,13.773022413253784,False,2.8370499454812608,0.11736970999525805,0.6291043157408648,5.266950337859278,4.51875316260203,0.30076712987495846,1.1867212105227847,7.311994144749903,0.7186856720009173,0.4346846162736693,1.468358280832689
15,1000000000.0,0.0,0.0,0.0,10,0,13.435489892959595,False,30.447508447441887,0.10325026457205005,2.852474415920575,6.331337307301023,2.6634628079467975,2.9400437595862523,1.5343542176050877,5.242293729451846,1.900589132282684,1.6073240522242753,0.2708693101632249
16,124137931.03448279,0.0,0.8758620689655172,0.0,10,0,4.634411334991455,False,18.08237756237007,0.13071170838815346,1.1528147863994898,1.2854259908833474,5.136250602317693,2.7425010111849013,0.164692532818639,4.340697937244608,0.6794873255938139,1.9355183712283495,0.5230992870149743
17,1000000000.0,0.0,0.0,0.0,10,0,12.465333461761475,False,10.963896358898769,0.1592664464712787,3.7785549605785707,1.9626466090219528,3.3874644573518093,0.5425467328382974,3.7063051112863947,7.080045150357358,0.7738248831454668,1.9799521381025371,2.4516666006036476
18,1000000000.0,0.0,0.0,0.0,10,0,13.280643224716187,False,6.849525542617368,0.24437754297365058,1.3464830181515808,1.6517193746412944,7.280510305673287,3.611630422936989,2.569095683365745,3.0427234328652553,1.0476287238379827,2.177867036610718,2.691330779857731
19,1000000000.0,0.0,0.0,0.0,10,0,10.21849775314331,False,21.6370531677254,0.5171439905892993,2.747110761540007,1.588979754965342,2.131400998662296,3.604361335255609,2.4650733326724006,0.5689778871247224,0.3044146285980963,1.9905053073241674,0.01518475153865606
20,661.0313533051511,1.0,1.0,661.0313533051511,10,10,5.050699710845947,False,1.0488867339784098,0.2991428858556092,1.8229955016461472,7.827863971145119,7.858546469635382,1.2238555099839088,0.6816213755701078,5.828312079990729,2.3508888634470506,2.979911620837046,2.0118667112045787
21,663.173265158942,1.0,1.0,663.173265158942,10,10,4.629271984100342,False,1.0267632846420571,0.31092429988699904,1.7772250129773426,7.9563108532073175,7.8162614399598676,1.1595267261337947,0.6663671659783765,5.745973866118965,2.460034598075966,2.9162994435372243,2.05630532316099
22,650.4600770011666,1.0,1.0,650.4600770011666,10,10,4.8795554637908936,False,1.0705900447943109,0.3797786964803234,2.146522113598105,7.938411725231881,6.345408311276257,1.5976691399480238,0.7676952040626728,5.456417939692148,2.192733906910248,2.441087687077922,1.1185997665099894
23,641.7996798903534,1.0,1.0,641.7996798903534,10,10,5.746746301651001,False,1.7054060104271584,0.45686781821094496,0.5694163757988792,7.19987033560059,6.161491879529926,1.6732856033405334,0.11330156297356309,5.086407300194678,2.0419534337644856,2.4046371648903078,1.1549037093671592
24,1000000000.0,0.0,0.0,0.0,10,0,7.088590621948242,False,1.9881266782574694,0.5273079164090989,0.57375223827159,6.97938085013859,5.924799147807085,1.7004190553311425,0.3694151661867334,4.972738901222649,0.04653114598268138,2.42167221959509,1.0088685149923238
25,640.0802181253713,1.0,1.0,640.0802181253713,10,10,5.490231990814209,False,1.6460411964830204,0.6711928907386536,0.5074558118225464,7.319478087471933,6.922376617242401,0.11064444326883338,0.12496486369164986,2.706894898515372,2.0743664422917734,2.42697674969896,2.2219133368744197
26,206897210.69511762,0.6,0.7931034482758621,658.9709797314671,10,6,12.882960557937622,False,5.7161094797202985,0.6964571152822148,0.7570380754626749,7.230582338353425,6.9913907719480095,0.15274077037639397,0.8979086584873162,2.6422731071693755,1.2545093365532733,2.680834556689746,2.238083080253834
27,310344827.58620685,0.0,0.6896551724137931,0.0,10,0,5.525320053100586,False,1.3696740480808427,0.19564368968951992,1.4504263794982004,5.707644287862237,6.870770127599328,0.8635952282510515,0.13464547263112975,2.757728699939503,0.4438498251203117,2.2697400509315004,1.897891178286955
28,666.6845414363931,1.0,1.0,666.6845414363931,10,10,5.250704765319824,False,2.031623479817516,0.7234039300205165,0.9706401970467042,7.406530486406463,5.477775315142003,0.10638857211615836,0.5462057510847155,2.100994667648052,2.572859688210466,2.6482326351764334,2.981528355149126
29,673.0179367357563,1.0,1.0,673.0179367357563,10,10,5.660213947296143,False,3.7520278655445076,0.09006970622889458,0.774827823509037,3.98735713739105,6.735713131673221,0.4655724939301692,0.44602371177032063,3.3623705869836042,2.082498921535754,1.682947004072664,2.294603159793496
30,672.7323225146217,1.0,1.0,672.7323225146217,10,10,5.5348591804504395,False,4.91828785167254,0.9689219115976446,1.641129688656732,7.586736240319251,5.7498192048041386,3.9901323310757952,0.9452493487651084,2.2258082712135234,1.3387251217656675,1.3190707378175281,2.650834939549519
31,641.9468795676072,1.0,1.0,641.9468795676072,10,10,5.757851600646973,False,1.710232504500211,0.43564500173100357,0.5052378951293464,6.985712958343582,6.257617756876889,1.894891250885849,0.1032780311886865,4.612247546602201,2.0865282861159713,2.4174272057268698,1.2087257838561738
32,652.4801583060641,1.0,1.0,652.4801583060641,10,10,5.107619762420654,False,1.9971679159588531,0.47875309277329386,0.5303476847747324,6.920505097534333,7.277274438636488,1.0860532737079318,0.3823736654797058,3.93210920907836,1.7193706335646013,2.298305025750424,1.3231841018581791
33,649.2637939883386,1.0,1.0,649.2637939883386,10,10,5.174431562423706,False,1.2621123396998073,0.6970211692607294,1.0455744893890395,6.05483473445644,5.788656789200898,1.4233344019635736,0.29580136860060113,6.35415956952493,2.1008461940921896,2.572358898619368,0.8835783182107833
