Problem,Size,SolverTime,ResolutionTime,Cost,Success
D10_P0,4,1.352778673171997,0.0,112.63501226235819,True
D10_P0,5,1.920409917831421,0.0,122.71840379724964,True
D10_P0,6,2.726557731628418,0.0,124.88821755609837,True
D10_P0,7,3.883978843688965,0.0,127.31541105600729,True
D10_P0,8,5.098052978515625,0.0,136.85547857475137,True
D10_P0,9,6.968823671340942,0.0,142.1535929241844,True
D10_P0,10,9.228803634643555,0.0,143.18772882201563,True
