Problem,Size,SolverTime,ResolutionTime,Cost,Success
D10_P0,4,1.3648030757904053,0.0,112.63501226235819,True
D10_P0,5,1.9299616813659668,0.0,122.71840379724964,True
D10_P0,6,2.8287947177886963,0.0,124.88821755609837,True
D10_P0,7,3.947722911834717,0.0,134.24118175741881,True
D10_P0,8,5.153409242630005,0.0,143.7812492761629,True
D10_P0,9,7.029884099960327,0.0,139.97396714190802,True
D10_P0,10,9.144344568252563,0.0,136.289483802351,True
